,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
616,2,60,2,0,7408,2,2,4,2,1,2,2,24,3,2,1,4,2,1,2,0
617,1,36,2,2,3446,1,5,4,3,1,2,3,42,3,2,1,3,1,1,2,0
618,1,12,2,6,684,1,3,4,3,1,4,3,40,3,1,1,2,1,1,2,0
619,1,33,4,2,4281,3,3,1,2,1,4,3,23,3,2,2,3,2,1,2,0
620,1,42,2,3,7174,5,4,4,2,1,3,3,30,3,2,1,4,2,2,2,0
621,1,24,1,3,1546,1,4,4,3,3,4,3,24,1,1,1,2,2,1,2,0
622,1,24,2,2,2359,2,1,1,1,1,1,2,33,3,2,1,3,2,1,2,0
623,4,24,2,3,3621,2,5,2,3,1,4,3,31,3,2,2,3,2,1,2,0
624,1,12,2,4,741,2,1,4,2,1,3,2,22,3,2,1,3,2,1,2,0
625,1,12,2,2,7865,1,5,4,3,1,4,4,53,3,3,1,4,2,2,2,0
626,1,36,4,2,6229,1,2,4,2,2,4,4,23,3,1,2,2,2,2,2,0
627,1,24,1,0,1193,1,1,1,2,2,4,4,29,3,1,2,1,2,1,2,0
628,1,36,2,1,8229,1,3,2,3,1,2,2,26,3,2,1,3,1,1,2,0
629,1,36,2,2,2712,1,5,2,3,1,2,2,41,1,2,1,3,1,1,2,0
630,2,12,2,0,836,2,2,4,2,1,2,2,23,1,2,1,2,2,1,2,0
631,1,48,4,1,6143,1,5,4,2,1,4,4,58,2,3,2,2,2,1,2,0
632,1,24,2,3,1282,2,3,4,2,1,2,3,32,3,2,1,2,2,1,2,0
633,1,48,1,9,7685,1,4,2,2,3,4,3,37,3,1,1,3,2,1,2,0
634,4,24,2,9,4591,4,3,2,3,1,3,2,54,3,2,3,4,2,2,2,0
635,2,18,2,2,1924,5,2,4,2,1,3,1,27,3,1,1,3,2,1,2,0
636,2,72,2,3,5595,2,3,2,4,1,2,3,24,3,2,1,3,2,1,2,0
637,2,48,3,6,6224,1,5,4,3,1,4,4,50,3,3,1,3,2,1,2,0
638,2,9,4,6,1136,4,5,4,3,1,3,4,32,3,3,2,3,1,1,2,0
639,2,24,2,1,4113,3,2,3,2,1,4,3,28,3,1,1,3,2,1,2,0
640,2,6,2,0,14555,5,1,1,3,1,2,2,23,3,2,1,1,2,2,2,0
641,1,15,0,0,950,1,5,4,3,1,3,3,33,3,1,2,3,1,1,2,0
642,1,24,4,0,1199,1,5,4,3,1,4,3,60,3,2,2,2,2,1,2,0
643,1,12,0,0,1082,1,3,4,3,1,4,3,48,1,2,2,3,2,1,2,0
644,2,30,2,0,2150,1,3,4,2,3,2,4,24,1,2,1,3,2,1,2,0
645,2,36,4,0,2820,1,2,4,1,1,4,3,27,3,2,2,3,2,1,2,0
646,2,48,2,3,3060,1,4,4,3,1,4,1,28,3,2,2,3,2,1,2,0
647,2,60,2,6,6288,1,3,4,3,1,4,4,42,3,3,1,3,2,1,2,0
648,4,9,2,3,1478,1,4,4,3,1,2,3,22,3,2,1,3,2,1,2,0
649,2,39,4,3,4933,1,4,2,3,3,2,1,25,3,2,2,3,2,1,2,0
650,4,18,4,0,1530,1,3,3,3,1,2,2,32,1,2,2,3,2,1,2,0
651,2,9,1,0,1437,2,4,2,3,1,3,4,29,3,2,1,3,2,1,2,0
652,1,9,2,0,1422,1,2,3,3,1,2,4,27,3,3,1,4,2,2,2,0
653,1,36,3,9,2145,1,4,2,3,1,1,3,24,3,2,2,3,2,2,2,0
654,1,36,2,0,1842,1,2,4,2,1,4,3,34,3,2,1,3,2,2,2,0
655,2,18,3,2,4297,1,5,4,1,1,3,4,40,3,2,1,4,2,2,2,0
656,2,18,4,3,1245,1,3,4,4,1,2,3,33,3,2,1,3,2,1,2,0
657,4,15,2,6,4623,2,3,3,3,1,2,2,40,3,2,1,4,2,2,2,0
658,2,30,4,2,8386,1,4,2,3,1,2,2,49,3,2,1,3,2,1,2,0
659,1,24,3,3,1024,1,2,4,4,1,4,1,48,2,2,1,3,2,1,2,0
660,2,6,1,6,433,4,2,4,2,1,2,2,24,1,1,1,3,1,1,2,0
661,1,12,1,3,2149,1,3,4,1,1,1,4,29,3,3,1,3,2,1,2,0
662,4,24,2,3,2397,3,5,3,3,1,2,3,35,1,2,2,3,2,2,2,0
663,2,6,1,0,931,2,2,1,2,1,1,2,32,2,2,1,2,2,1,2,0
664,2,15,3,5,1512,4,3,3,4,1,3,2,61,2,2,2,3,2,1,2,0
665,2,24,0,9,4241,1,3,1,3,1,4,1,36,3,2,3,2,2,2,2,0
666,2,24,4,2,4736,1,2,2,2,1,4,3,25,1,2,1,2,2,1,2,0
667,2,15,0,0,1778,1,2,2,2,1,1,1,26,3,1,2,1,2,1,2,0
668,2,36,0,9,1953,1,5,4,3,1,4,4,61,3,3,1,4,2,2,2,0
669,3,21,4,6,2319,1,2,2,1,1,1,3,33,3,1,1,3,2,1,2,0
670,3,24,2,0,947,1,4,4,3,1,3,4,38,1,3,1,3,1,1,2,0
671,1,24,2,0,1285,5,4,4,2,1,4,4,32,3,1,1,3,2,1,2,0
672,1,24,2,0,1371,5,3,4,2,1,4,1,25,3,1,1,3,2,1,2,0
673,2,18,2,0,1042,5,3,4,2,1,2,2,33,3,2,1,3,2,1,2,0
674,1,12,2,0,900,5,3,4,4,1,2,3,23,3,2,1,3,2,1,2,0
675,1,24,2,0,1207,1,2,4,2,1,4,2,24,3,1,1,3,2,1,2,0
676,2,18,0,0,2278,2,2,3,2,1,3,3,28,3,2,2,3,2,1,2,0
677,1,60,3,9,6836,1,5,3,3,1,4,4,63,3,2,2,3,2,2,2,0
678,1,24,2,2,3345,1,5,4,3,1,2,2,39,3,1,1,4,2,2,2,0
679,1,6,1,6,1198,1,5,4,2,1,4,4,35,3,3,1,3,2,1,2,0
680,2,48,2,9,15672,1,3,2,3,1,2,3,23,3,2,1,3,2,2,2,0
681,4,18,2,5,1943,1,2,4,2,1,4,1,23,3,2,1,3,2,1,2,0
682,1,18,2,3,3190,1,3,2,2,1,2,1,24,3,2,1,3,2,1,2,0
683,1,12,2,0,759,1,4,4,3,1,2,1,26,3,2,1,3,2,1,2,0
684,4,9,2,2,1980,1,2,2,2,2,2,3,19,3,1,2,3,2,1,2,0
685,2,48,2,3,10961,4,4,1,3,2,2,4,27,1,2,2,3,2,2,2,0
686,1,36,3,6,6887,1,3,4,3,1,3,2,29,2,2,1,3,2,2,2,0
687,1,21,2,3,1835,1,3,3,2,1,2,1,25,3,2,2,3,2,2,2,0
688,1,24,3,3,1659,1,2,4,2,1,2,3,29,3,1,1,2,2,2,2,0
689,2,6,3,0,1209,1,1,4,3,1,4,2,47,3,2,1,4,2,2,2,0
690,2,48,0,9,3844,2,4,4,3,1,4,4,34,3,3,1,2,1,1,2,0
691,1,12,4,0,4843,1,5,3,3,2,4,2,43,3,1,2,3,2,2,2,0
692,2,12,2,5,639,1,3,4,3,1,2,3,30,3,2,1,3,2,1,2,0
693,2,48,2,3,5951,1,3,2,2,1,2,1,22,3,2,1,3,2,1,2,0
694,2,36,0,3,3804,1,3,4,2,1,1,3,42,3,2,1,3,2,2,2,0
695,4,36,3,3,4463,1,3,4,3,1,2,3,26,3,2,2,4,2,2,2,0
696,4,6,2,2,4611,1,2,1,2,1,4,2,32,3,2,1,3,2,1,2,0
697,4,18,1,0,6458,1,5,2,3,1,4,4,39,1,2,2,4,1,2,2,0
698,1,36,2,6,1977,5,5,4,3,1,4,4,40,3,2,1,4,2,2,2,0
699,2,18,4,2,1928,1,2,2,3,1,2,1,31,3,2,2,2,2,1,2,0
700,2,24,4,10,11938,1,3,2,3,2,3,3,39,3,2,2,4,1,2,2,0
701,2,27,4,3,2520,3,3,4,3,1,2,2,23,3,2,2,2,2,1,2,0
702,2,30,3,3,1919,2,2,4,3,1,3,4,30,2,2,2,4,2,1,2,0
703,2,60,1,10,14782,2,5,3,2,1,4,4,60,1,3,2,4,2,2,2,0
704,2,36,2,3,2671,2,3,4,2,2,4,4,50,3,3,1,3,2,1,2,0
705,2,36,2,6,12612,2,3,1,3,1,4,4,47,3,3,1,3,1,2,2,0
706,2,24,4,9,1935,1,5,4,1,1,4,1,31,3,2,2,3,2,2,2,0
707,4,18,2,2,1533,1,2,4,4,2,1,2,43,3,2,1,2,1,1,2,0
708,1,42,2,3,3965,1,2,4,3,1,3,3,34,3,2,1,3,2,1,2,0
709,4,48,2,9,3914,5,3,4,1,1,2,1,38,1,2,1,3,2,1,2,0
710,1,48,2,9,4308,1,2,3,2,1,4,2,24,3,1,1,3,2,1,2,0
711,2,12,2,3,1534,1,2,1,4,1,1,1,23,3,1,1,3,2,1,2,0
712,2,36,2,1,9398,1,2,1,4,1,4,3,28,3,1,1,4,2,2,2,0
713,2,12,2,2,951,2,2,4,2,1,4,3,27,1,1,4,3,2,1,2,0
714,4,18,2,3,433,1,1,3,2,2,4,1,22,3,1,1,3,2,1,2,0
715,2,24,1,6,1837,1,4,4,2,1,4,4,34,1,3,1,2,2,1,2,0
716,2,30,4,0,4249,1,1,4,4,1,2,3,28,3,2,2,4,2,1,2,0
717,2,30,4,0,5234,1,1,4,4,1,2,3,28,3,2,2,4,2,1,2,0
718,1,9,2,3,1366,1,2,3,2,1,4,2,22,3,1,1,3,2,1,2,0
719,1,24,1,10,1358,5,5,4,3,1,3,3,40,2,2,1,4,2,2,2,0
720,1,18,2,2,2473,1,1,4,3,1,1,3,25,3,2,1,1,2,1,2,0
721,3,9,0,3,1337,1,2,4,3,1,2,3,34,3,2,2,4,2,2,2,0
722,1,48,2,0,7763,1,5,4,3,1,4,4,42,1,3,1,4,2,1,2,0
723,2,15,1,0,1264,2,3,2,4,1,2,2,25,3,1,1,3,2,1,2,0
724,2,15,2,0,2631,2,3,2,2,1,4,3,28,3,1,2,3,2,2,2,0
725,2,48,2,0,6560,2,4,3,3,1,2,2,24,3,2,1,3,2,1,2,0
726,1,24,2,0,3123,1,2,4,2,1,1,2,27,3,2,1,3,2,1,2,0
727,1,24,2,3,2439,1,2,4,2,1,4,1,35,3,2,1,3,2,2,2,0
728,2,36,2,2,9034,2,2,4,3,2,1,4,29,3,1,1,4,2,2,2,0
729,2,60,2,0,14027,1,4,4,3,1,2,4,27,3,2,1,4,2,2,2,0
730,1,36,4,1,9629,1,4,4,3,1,4,3,24,3,2,2,3,2,2,2,0
731,2,12,2,3,1484,5,3,2,4,1,1,1,25,3,2,1,3,2,2,2,0
732,2,18,2,1,12976,1,1,3,2,1,4,4,38,3,3,1,4,2,2,2,0
733,4,21,3,9,2580,3,2,4,3,1,2,1,41,1,2,1,2,1,1,2,0
734,4,27,2,0,2570,1,3,3,2,1,3,1,21,3,1,1,3,2,1,2,0
735,4,10,2,0,1309,5,3,4,3,3,4,2,27,3,2,1,2,2,1,2,0
736,2,36,3,0,2225,1,5,4,3,1,4,4,57,1,3,2,3,2,2,2,0
737,1,18,2,2,4153,1,3,2,3,2,3,3,42,3,2,1,3,2,1,2,0
738,1,18,0,2,3114,1,2,1,2,1,4,2,26,3,1,1,3,2,1,2,0
739,1,18,1,2,1553,1,3,4,3,1,3,3,44,1,2,1,3,2,1,2,0
740,1,30,2,2,2406,1,4,4,2,1,4,1,23,3,1,1,3,2,1,2,0
741,1,24,3,0,1333,1,1,4,3,1,2,1,43,3,3,2,3,1,1,2,0
742,1,48,0,2,7119,1,3,3,3,1,4,4,53,3,3,2,3,1,1,2,0
743,1,24,3,0,4870,1,3,3,3,1,4,4,53,3,3,2,3,1,1,2,0
744,1,24,0,2,4110,1,5,3,3,1,4,4,23,1,1,2,3,1,1,2,0
745,1,48,0,1,4605,1,5,3,3,1,4,4,24,3,3,2,3,1,1,2,0
746,1,48,4,1,6331,1,5,4,3,1,4,4,46,3,3,2,3,2,2,2,0
747,1,24,1,2,3552,1,4,3,3,1,4,3,27,1,2,1,3,2,1,2,0
748,1,12,1,0,697,1,2,4,3,1,2,3,46,1,2,2,3,2,2,2,0
749,1,21,3,6,3414,1,2,2,3,1,1,2,26,2,2,2,3,2,1,2,0
750,1,18,2,2,2039,1,3,1,2,1,4,1,20,3,1,1,3,2,1,2,0
751,1,24,1,9,3161,1,3,4,3,1,2,2,31,1,1,1,3,2,2,2,0
752,2,48,0,9,14421,1,3,2,3,1,2,3,25,2,2,1,3,2,2,2,0
753,2,18,4,0,1056,1,5,3,3,3,3,1,30,3,2,2,3,2,1,2,0
754,1,12,2,0,1274,1,2,3,2,1,1,1,37,1,2,1,2,2,1,2,0
755,2,12,2,0,1223,1,5,1,1,1,1,1,46,3,1,2,3,2,1,2,0
756,1,20,4,0,2235,1,3,4,4,3,2,2,33,1,1,2,3,2,1,1,0
757,2,9,2,2,959,1,3,1,2,1,2,3,29,1,2,1,3,2,1,2,0
758,2,18,4,0,884,1,5,4,3,1,4,3,36,3,2,1,3,1,2,2,0
759,2,24,2,0,1246,1,2,4,3,1,2,1,23,1,2,1,2,2,1,2,0
760,4,48,4,0,10127,3,3,2,3,1,2,4,44,3,3,1,3,2,1,2,0
761,2,12,2,0,888,1,5,4,3,1,4,3,41,1,2,1,2,1,1,2,0
762,4,12,2,6,719,1,5,4,3,1,4,3,41,1,2,1,2,1,1,2,0
763,2,36,2,0,12389,5,3,1,3,1,4,4,37,1,3,1,3,2,2,2,0
764,1,12,2,3,709,1,5,4,3,1,4,1,57,3,2,1,2,2,1,2,0
765,2,15,1,0,6850,2,1,1,3,1,2,2,34,2,2,1,4,1,2,2,0
766,4,10,2,2,2210,1,3,2,3,1,2,1,25,3,1,1,2,2,1,2,0
767,1,18,1,0,1442,1,4,4,3,1,4,4,32,1,3,2,2,1,1,2,0
768,3,12,4,0,939,3,4,4,4,1,2,1,28,3,2,3,3,2,2,2,0
769,2,21,2,9,1188,1,5,2,2,1,4,2,39,3,2,1,3,1,1,2,0
770,3,12,1,9,609,1,2,4,2,1,1,1,26,1,2,1,1,2,1,2,0
771,1,18,4,5,1190,1,1,2,2,1,4,4,55,3,3,3,1,1,1,2,0
772,2,21,2,9,2767,2,5,4,1,1,2,3,61,3,1,2,2,2,1,2,0
773,2,24,2,3,3092,2,2,3,4,1,2,3,22,3,1,1,3,2,2,2,0
774,2,12,2,3,1331,1,2,2,3,1,1,3,22,3,2,1,3,2,1,2,0
775,2,54,0,9,15945,1,2,3,3,1,4,4,58,3,1,1,3,2,2,2,0
776,2,15,2,3,802,1,5,4,3,1,3,3,37,3,2,1,3,1,1,2,0
777,4,24,3,9,8648,1,2,2,3,1,2,3,27,1,2,2,3,2,2,2,0
778,1,18,2,3,1345,1,3,4,4,1,3,1,26,3,2,1,3,2,1,2,0
779,1,21,1,0,1647,5,3,4,3,1,2,2,40,1,2,2,2,1,1,2,0
780,3,18,2,3,2100,1,3,4,3,2,2,1,37,3,2,1,3,2,1,2,0
781,1,6,2,6,448,1,2,4,2,1,4,2,23,3,2,1,3,2,1,2,0
782,1,30,2,5,11998,1,2,1,1,1,1,4,34,1,2,1,2,2,2,2,0
783,2,48,0,10,18424,1,3,1,2,1,2,2,32,1,2,1,4,2,2,1,0
784,2,12,2,2,2762,5,5,1,2,1,2,2,25,3,2,1,3,2,2,2,0
785,1,12,2,1,3386,1,5,3,3,1,4,4,35,3,3,1,3,2,2,2,0
786,2,24,2,3,2039,1,2,1,4,1,1,2,22,3,2,1,3,2,2,2,0
787,1,18,2,3,1882,1,3,4,2,1,4,3,25,1,1,2,3,2,1,2,0
788,4,12,4,9,2292,1,1,4,3,1,2,3,42,2,2,2,4,2,2,2,0
789,1,14,2,0,8978,1,5,1,1,1,4,2,45,3,2,1,4,2,2,1,0
790,1,12,2,3,674,2,4,4,4,1,1,2,20,3,2,1,3,2,1,2,0
791,2,24,2,0,2718,1,3,3,2,1,4,2,20,3,1,1,2,2,2,2,0
792,1,18,2,6,750,1,1,4,2,1,1,1,27,3,2,1,1,2,1,2,0
793,2,24,2,1,12579,1,5,4,2,1,2,4,44,3,3,1,4,2,2,2,0
794,1,18,2,1,7511,5,5,1,3,1,4,2,51,3,3,1,3,1,2,2,0
795,1,18,4,0,3966,1,5,1,2,1,4,1,33,1,1,3,3,2,2,2,0
796,1,12,0,3,6199,1,3,4,3,1,2,2,28,3,1,2,3,2,2,2,0
797,4,21,4,0,12680,5,5,4,3,1,4,4,30,3,3,1,4,2,2,2,0
798,2,12,2,3,6468,5,1,2,3,1,1,4,52,3,2,1,4,2,2,2,0
799,1,30,2,2,6350,5,5,4,3,1,4,2,31,3,2,1,3,2,1,2,0
